Start Date;01/01/2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End Date;26/01/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ATO FP Equity;FP FP Equity;EN FP Equity;ADP FP Equity;AI FP Equity;AIR FP Equity;AMS SM Equity;AZN LN Equity;TEAM US Equity;ATO FP Equity;BKT SM Equity;BKG LN Equity;BIM FP Equity;BMW GR Equity;BNP FP Equity;BOBNN SW Equity;EN FP Equity;BP/ LN Equity;BTVCY US Equity;BNZL LN Equity;BVI FP Equity;CPG LN Equity;CPG LN Equity;1COV GY Equity;CRDA LN Equity;BN FP Equity;DAL IM Equity;DGE LN Equity;DPLM LN Equity;EDENFP CorpTicker;FGR FP Equity;ESSITYB SS Equity;ERF FP Equity;EXPN LN Equity;FNAC FP Equity;FRE GY Equity;GEBN SW Equity;GIVN SW Equity;HLMA LN Equity;HAS LN Equity;HENKEL HB Equity;ICON LN Equity;IMA IM Equity;ITX SM Equity;INGA NA Equity;ITRK LN Equity;KOMB CP Equity;KONE AV Equity;LH US Equity;LR FP Equity;MC FP Equity;MARR IM Equity;MDT US Equity;ML FP Equity;NESN SW Equity;RI FP Equity;POM FP Equity;RB/ LN Equity;RIO LN Equity;ROG SW Equity;ROR LN Equity;RUI FP Equity;SGE LN Equity;SAN FP Equity;SAP GY Equity;SLB US Equity;SU FP Equity;GLE FP Equity;SW FP Equity;STAN LN Equity;THEP FP Equity;TOTAL 3.875 PERP REGS Corp;UPM FH Equity;FR FP Equity;VIE FP Equity;DG FP Equity;WDI GY Equity;MRW LN Equity
08/08/2017;97,2822;43,915;37,91;147,15;87,2314;72,11;52,08;4564;35,15;97,2822;8,442;3623;62,2667;80,633;68,89;109,7;37,91;471,15;18,73;2284;19,925;1623;1623;67,24;3838,391;67,2;26,46;2534;1074;#N/A N/A;83,65;228,1;466,3;1531;79,29;69,16;481,9;1966;1117;172,4;#N/A N/A;14,625;83,7;34,355;15,75;4656;1009;#N/A N/A;157,43;60,03;222,75;21,77;83,83;118,65;83,25;119,4;32,785;7420;3625;247,2;233,2;54,62;686,5;82,18;90,82;65,49;70,2;49,955;98,88;804;46,4;109,25;22,86;58,51;19,065;77,31;66,32;249,4
09/08/2017;97,0932;43,45;37,5;145,55;86,0744;71,49;51,85;4506;35,44;97,0932;8,36;3621;61,5;80,101;67,27;106,9;37,5;468,85;18,73;2292;19,795;1623;1623;66,6;3861,952;66,63;26,32;2533,5;1065;#N/A N/A;83,5;225;462,8;1532;78,89;68,11;476,5;1944;1114;170,9;#N/A N/A;14,625;82,75;34,04;15,53;4683;989,7;#N/A N/A;157,75;59,4;217,15;21,6;83,95;117,65;82,2;117,75;32,525;7399;3599;244,9;232,6;54,32;688,5;80,84;89,93;65,49;68,04;48,44;98,53;783,1;45,445;108,862;22,65;57,64;19;76,92;67,5;249,5
10/08/2017;95,9589;43,54;37,645;143,75;85,2479;71;51,4;4426,5;34,78;95,9589;8,193;3577;60,9167;79,552;66,69;105,9;37,645;457,75;18,73;2285;19,75;1614;1614;65,74;3838,391;65,49;26,45;2473,5;1056;#N/A N/A;83,45;222,6;463,25;1519;78,89;67,23;472,6;1928;1100;167,3;#N/A N/A;14,625;82,7;33,595;15,305;4712;1003;#N/A N/A;156,4;59,19;215,15;21,41;83,04;117,7;81,65;117,35;32,68;7311;3479,5;243;233,4;54,11;678;80,8;88,99;64,4;67,04;47,89;98,32;775,1;45,03;108,382;22,53;57,88;19,045;76,61;67,05;246,4
11/08/2017;94,2953;42,75;36,905;142;85;70,75;50,44;4384;35,46;94,2953;8,081;3603;60,8;79,539;65,69;104,2;36,905;447,75;18,73;2279;19,49;1619;1619;65;3840,439;64,92;26;2474;1054;#N/A N/A;82,37;221,2;462,95;1517;77;68,35;469,5;1916;1095;165,5;#N/A N/A;14,625;80,8;33,17;15,14;4663;999,5;#N/A N/A;156,21;58,78;214,45;21,32;83,71;116,1;80,85;116;32,335;7352;3370;242,3;232,6;53,29;673,5;80,6;88,43;63,83;66,44;47,215;98,02;753,6;46,17;108,071;22,52;57,05;18,9;75,64;67,25;247
14/08/2017;95,543;42,86;37,88;143,9;85,9504;71,72;51,2;4410;35,98;95,543;8,19;3626;61,5;80,079;66,69;106,1;37,88;446,1;18,73;2291;19,79;1633;1633;65,73;3847,61;66,42;26,19;2500;1044;#N/A N/A;84,03;223,1;471,05;1495;78,74;69,02;479,7;1940;1101;167,2;#N/A N/A;14,625;82,1;33,43;15,27;4736;1007;#N/A N/A;156,5;59,76;216,6;21,7;84,47;117,15;82,4;117,05;32,53;7421;3413;244,4;233;54,46;680;81,17;89,84;63,95;67,22;48,32;98,88;769,3;45,74;108,507;22,59;57,27;19,115;76,79;68,29;245,8
15/08/2017;96,0724;42,745;37,935;143,95;86,1983;72,34;51,1;4456,5;36,37;96,0724;8,147;3670;61,7667;80,071;67,19;105,3;37,935;444,1;18,73;2304;19,78;1647;1647;65,35;3871,171;67,11;26,19;2536;1060;#N/A N/A;84,06;222;473,1;1516;78;69,24;479,9;1939;1109;168,9;#N/A N/A;14,5;82,1;33,59;15,39;4810;1008;#N/A N/A;156,76;59,63;217,05;21,7;84,59;116,75;81,7;118;32,44;7395;3375,5;245;230,5;54,87;683;81,77;90;63,44;67,68;48,645;99,32;776,9;46,49;108,613;22,51;57,21;19,365;76,95;68,57;247,4
16/08/2017;97,2822;43,045;38,285;145,2;86,6529;72,88;52,01;4467,5;37,46;97,2822;8,212;3694;62,2667;79,802;67,24;105;38,285;445,45;18,92;2328;19,92;1667;1667;66,47;3910,098;67,11;26,93;2594;1054;#N/A N/A;84,38;220,7;478,65;1529;79,59;69,59;479;1954;1129;171;#N/A N/A;14,5;82,3;33,76;15,45;4839;1009;#N/A N/A;156,44;60,41;219,1;21,6;84,6;117,75;81,85;119,05;32,87;7406;3456;245,1;231,2;55,42;704;82,58;90,35;63,71;68,44;48,96;99,59;776,1;46,71;108,712;22,66;57,97;19,505;77,71;68,6;249,1
17/08/2017;97,2066;42,76;37,95;144,65;86,3223;72,19;51,83;4481;36,91;97,2066;8,064;3701;62,4833;79,284;66,2;106,2;37,95;443,2;18,92;2332;19,83;1651;1651;66,2;3923,415;66,57;26,76;2585,5;1053;#N/A N/A;84,03;218,9;484,75;1534;79,13;69,7;451,4;1946;1104;170,4;#N/A N/A;14,5;82,55;33,77;15,28;4848;1010;#N/A N/A;154,56;60,23;219,6;21,36;83,67;116,8;81,25;118,65;32,61;7354;3429,5;244,2;227,6;55,51;700;82,76;89,87;63,03;67,83;47,825;98,78;755;46,5;108,719;22,77;57,48;19,7;77,17;68,96;246,3
18/08/2017;96,2614;42,65;37,84;144,1;85,1653;71,5;51,5;4447;36,34;96,2614;8,061;3685;61,95;79,32;65,99;105,8;37,84;440;18,92;2306;19,68;1630;1630;67,34;3900,878;66,19;26,46;2549,5;1027;#N/A N/A;84,09;216,3;485,1;1515;78;68,7;446,5;1930;1098;169,8;#N/A N/A;14,5;81,85;33,445;15,265;4834;1008;#N/A N/A;153,91;59,5;217,7;21,19;83,41;114,6;80,85;117,25;32,17;7257;3429,5;241,4;225,8;55,51;694;82,26;89,24;63,32;67,62;48,02;98;751,4;46,435;108,526;22,49;56,7;19,48;76,57;68,91;243,6
21/08/2017;96,4505;42,78;37,44;144,45;84,7107;70,84;51,75;4418;36,17;96,4505;8,007;3692;62,4833;78,66;64,68;104,6;37,44;440,15;18,92;2312;19,625;1630;1630;66,43;3902,927;66,5;26,41;2561;1035;#N/A N/A;83,14;215,5;482,5;1514;78,37;68,29;452;1935;1090;170,9;#N/A N/A;14,5;81,6;33,605;15,08;4831;1003;#N/A N/A;153,74;59,22;217;21,21;83,52;113,85;81,3;117,4;31,995;7257;3455,5;240,4;223,5;55;695;81,9;88,67;63;67,07;47,165;97,84;757,9;45,28;108,285;22,45;56,95;19,42;76,14;68,32;244,7
22/08/2017;96,5261;43,42;38,005;145,3;85,8264;71,25;52,06;4434;35,9;96,5261;8,033;3719;64,3333;79,429;65,12;110,9;38,005;442,2;18,92;2341;19,905;1654;1654;67,02;3957,22;66,83;26,28;2580;1034;#N/A N/A;83,53;217,6;487,6;1524;78,6;70,41;456,9;1953;1100;172,7;#N/A N/A;14,5;81,65;33,665;15,15;4917;999,6;#N/A N/A;155,4;59,99;218,95;21,36;81,76;115,8;81,95;117;32,535;7332;3539,5;243;227;55,49;700,5;82,24;89,59;63,35;68,08;46,995;98,72;765,2;45,35;108,352;22,8;57,8;19,48;76,65;69,04;249,1
23/08/2017;96,2992;43,675;37,73;144,2;85,7025;70,81;51,55;4495;35,75;96,2992;7,967;3686;64,2667;79,085;64,17;112,5;37,73;444,5;18,92;2329;19,9;1639;1639;67,7;3969,513;66,77;26,75;2578,5;1035;#N/A N/A;83,01;217,9;484,45;1522;78,82;70,65;447;1953;1109;170,8;#N/A N/A;14,5;82,3;33,435;15,025;4920;992;#N/A N/A;153,66;59,92;216,95;21,05;79,75;116,05;82,05;116,55;32,625;7353;3615;242,9;224,2;55,29;698;81,8;89,28;63,19;67,72;46,965;98,04;767;45,5;108,377;22,81;57,79;19,445;76,1;69,1;252,9
24/08/2017;95,6943;43,445;37,38;147,8;85,2479;70,37;51,08;4539,5;35,22;95,6943;8,005;3683;64,0333;79,738;64,39;111,2;37,38;443,15;18,92;2332;19,97;1643;1643;68,35;3986,927;66,5;26,56;2569,5;1030;#N/A N/A;82,59;222,8;486,05;1525;78,6;71,44;445,5;1967;1110;172,5;#N/A N/A;14,5;81,6;33,445;15,015;4947;991;#N/A N/A;154,42;59,78;218;20,99;79,24;116,25;81,45;116,6;32,36;7420;3645,5;242,5;225,8;55,36;696;82,24;88,58;62,88;67,33;47,105;98,06;776,7;45,5;108,372;23;57,05;19,51;75,73;69,2;252,3
25/08/2017;95,9967;43,325;37,5;146,8;85,2066;70,86;50,51;4498,5;34,64;95,9967;7,963;3698;63,85;79,177;64,22;110,4;37,5;445,5;18,92;2332;19,73;1638;1638;68,56;3991,025;66,7;27,11;2568;1019;#N/A N/A;83,41;225;483,15;1520;77,2;71,09;444,4;1968;1105;171,5;#N/A N/A;14,375;81,65;33,41;14,96;4948;987;#N/A N/A;154,77;59,39;217;20,77;79,06;115;80,6;116,7;32,215;7381;3661;242;228,5;55;693,5;82,1;88,35;63,88;67,5;46,925;97,8;777,1;45,575;108,424;22,95;56,7;19,525;76,5;69,78;251,4
28/08/2017;96,0724;43,135;37,135;145,5;84,6694;70,17;50,45;4498,5;34,68;96,0724;7,942;3698;63,1833;79,046;63,95;109,8;37,135;445,5;18,92;2332;19,73;1638;1638;67,95;3991,025;66,19;26,5;2568;1019;#N/A N/A;83;226,3;484,55;1520;76,45;71,1;441,1;1961;1105;171,5;#N/A N/A;14,375;80,95;33,005;14,93;4948;990;#N/A N/A;153,22;59,04;215,85;20,65;79,59;116,9;80,35;116,15;31,99;7381;3661;241,9;228,5;54,68;693,5;81,83;87,85;63,45;66,81;46,75;97,67;777,1;45,965;108,452;22,02;56,68;19,545;76;69,52;251,4
29/08/2017;94,2575;42,955;36,66;143,4;84,2149;68,72;49,615;4491,5;34,61;94,2575;7,842;3722;62,1667;78,287;63,23;107,8;36,66;440,4;18,92;2283;19,6;1628;1628;66,23;3975,659;66,1;26,45;2546,5;1028;#N/A N/A;82,72;223,4;471,75;1515;75,15;70,99;439,3;1948;1090;169,7;#N/A N/A;14,375;79,75;33,225;14,715;4966;981,4;#N/A N/A;152,88;58,43;216,2;20,63;79,72;114,8;80,6;115,6;31,545;7297;3661,5;241,1;226;54,45;687,5;81,42;87,14;63,5;66,17;46,225;97,41;767,7;45,65;108,356;21,53;55,38;19,31;75,48;68,42;242,1
30/08/2017;95,9967;43,235;37,195;144,45;84,6694;69,81;50,07;4453;35,53;95,9967;7,909;3700;67,1667;78,45;63,16;108,4;37,195;441,9;18,92;2291;19,67;1625;1625;66,24;3953,122;66,2;26,67;2557,5;1089;#N/A N/A;84,2;219,9;473,95;1524;76,36;70,39;441,2;1964;1098;172,8;#N/A N/A;14;81,5;33,105;14,78;5020;987,8;#N/A N/A;153,84;58,76;218,85;20,74;79,86;114,6;80,95;117,05;31,78;7299;3679;241,2;228,2;54,55;688;80,75;87,53;63,39;66,52;46,5;97,57;772,5;45,7;108,394;21,72;56,34;19,405;76,32;69,5;245,2
31/08/2017;98,0006;43,445;38,095;149,85;84,7521;70,61;52,07;4541;35,6;98,0006;8,01;3741;68,55;78,1;63,91;108,6;38,095;445,15;18,92;2310;19,975;1652;1652;66,01;3935,708;66,15;27,66;2592;1083;#N/A N/A;86,8;220,6;480,1;1554;75;71,09;438,1;1960;1093;183;#N/A N/A;14;81,3;31,915;14,9;5110;966,5;#N/A N/A;156,87;58,88;220,25;21,06;80,62;114,5;81,35;114,8;31,835;7332;3746,5;243,5;229,2;54,61;692,5;81,66;88,1;63,51;67,73;47,03;98,03;770;46,025;108,425;21,86;56,18;19,71;77,35;71,61;246
01/09/2017;98,114;43,805;38,82;149,25;85,0826;71,3;52,47;4592,5;34,9;98,114;7,977;3745;68,1;78,84;64,35;109,6;38,82;444,75;18,92;2305;19,985;1648;1648;66,47;3927,513;65,82;28,23;2589;1106;#N/A N/A;87,21;221,5;483,1;1550;74,6;71,3;439,3;1974;1090;183,4;#N/A N/A;14;81,9;31,85;14,93;5140;963,9;#N/A N/A;157,61;58,54;221,75;21,23;80,05;115,55;81,15;113,3;32,375;7375;3759,5;244,2;229;55;694;82,71;88,6;63,35;68,56;47,39;98,82;773,9;47,205;108,452;22,09;56,98;19,76;78,36;71,91;245,4
04/09/2017;96,7529;43,72;38,51;148,3;84,876;71,09;52,31;4581,5;34,9;96,7529;7,883;3723;68,0333;79,113;63,88;108,3;38,51;446,45;18,92;2288;19,995;1650;1650;65,44;3935,708;65,52;27,8;2582,5;1086;#N/A N/A;86,27;221,4;478,85;1538;74,08;70,55;438,4;1973;1087;183,8;#N/A N/A;13,75;81,3;31,545;14,855;5085;971,8;#N/A N/A;157,61;58,53;220,95;21,4;80,05;115,8;80,25;113,2;32,565;7290;3735,5;242,7;230,5;56,07;690,5;82,05;87,88;63,35;68,89;46,86;101,5;762,4;47,565;108,517;22,03;57,25;19,63;78,65;71,22;246
05/09/2017;96,5639;43,89;38,73;149;84,5868;71,24;52,5;4573,5;34,9;96,5639;7,752;3752;68,3333;80,009;62,68;107,7;38,73;446,7;18,92;2283;20,175;1638;1638;63,97;3957,22;66,12;28,32;2577,5;1095;#N/A N/A;86,3;220,5;482,05;1525;75,11;70,7;438,5;1977;1083;184,8;#N/A N/A;13,75;81,15;31,165;14,655;5050;970,1;#N/A N/A;157;58,26;217,8;21,48;79,82;116,9;80,95;114,2;32,76;7092;3695,5;242,3;234,5;55,76;694,5;81,94;88,21;65,1;69,07;46,27;99,9;755;47,75;108,546;21,78;57,49;19,705;78,5;71,57;244,9
06/09/2017;95,4296;44,03;38,83;145,45;85,124;71,41;52,22;4576,5;34,39;95,4296;7,775;3657;68,0333;82,146;62,59;107;38,83;446,75;19,57;2260;20,2;1625;1625;63,66;3922,391;66,88;28,24;2565;1106;#N/A N/A;86,68;221,6;481,8;1520;74,59;71,24;438,5;1973;1080;183,4;#N/A N/A;13,625;80,95;31,2;14,615;4971;966,3;#N/A N/A;158,48;58,21;217,9;21,46;79,87;116,45;80,55;114,85;33;7139;3701;242,6;236,4;56,02;682;82,38;88,65;65,72;69,2;46,18;99,17;749,3;47,505;108,552;21,9;57,73;19,755;79,46;71,29;246,3
07/09/2017;96,5639;44,335;38,69;143,3;85,7025;70,43;52,57;4774;34,49;96,5639;7,7;3700;68;82,739;62,52;107,2;38,69;449,9;19,57;2257;20,3;1643;1643;63,7;3958,244;66,81;28,5;2580;1110;#N/A N/A;86,64;225,1;487,45;1520;74,88;70,57;441;2007;1082;184;#N/A N/A;13,375;81,5;31,115;14,595;5000;960;#N/A N/A;158,04;58,51;220;21,51;79,95;116,15;80,85;114;33,12;7159;3715,5;243,9;237,6;56,26;696,5;81,93;90,11;65,87;69,37;45,9;100,35;740,5;47,755;108,765;22,2;58,77;19,84;79,64;71,75;247,9
08/09/2017;96,4883;43,99;38,585;140,3;85,3719;70,5;52,7;4790;34,35;96,4883;7,698;3573;68,4;82,36;62,99;108,1;38,585;446,1;20,22;2279;20,28;1640;1640;64,34;3995,122;67,45;28,46;2593,5;1107;#N/A N/A;86,94;225;490,45;1510;76,39;70,25;442,5;2017;1084;184,8;#N/A N/A;13,375;80,15;30,895;14,69;5055;971,8;#N/A N/A;157,55;58,29;219,95;21,93;82,03;116,85;80,65;115,45;33,435;7109;3600,5;244,6;237,8;53,93;695;82,21;90,54;64,86;69,57;46,32;100,7;740,9;48;108,93;22,16;59,07;19,965;79,04;71,99;248,3
11/09/2017;97,2066;44,37;38,845;143,95;87,3554;70,82;53,37;4890;35,03;97,2066;7,832;3592;68,9833;82,899;64,3;110,5;38,845;449,1;20,22;2279;20,52;1646;1646;64,9;3961,317;68,4;28,83;2586,5;1129;#N/A N/A;87,78;223;505,25;1521;77,5;70,49;447,4;2023;1097;187,6;#N/A N/A;13,625;81,15;31,45;14,87;5090;964;#N/A N/A;159,21;59,13;225,3;21,9;81,56;118,15;81,4;116,7;33,905;7100;3678;241,5;243,8;53,49;696,5;81,4;91,78;65,77;71,29;47,335;102,2;749,6;47,75;109,066;22,58;59,35;20;80,26;72,33;246,9
12/09/2017;96,9798;44,51;38,9;143,15;88,5124;70,67;53,3;4925;33,8;96,9798;7,821;3547;69,05;83,545;65,84;109,4;38,9;448,9;20,22;2286;20,705;1636;1636;65,7;3954,147;68,05;29,31;2580,5;1138;#N/A N/A;87,24;223;503,5;1521;77,7;70,3;449,4;2037;1099;187,3;#N/A N/A;13,625;80,85;32,05;15,15;5015;967,8;#N/A N/A;158,67;59,26;228,15;22,05;82,3;119,6;81,4;115,75;34,19;7033;3690,5;242,3;243;53,77;698;82,04;91,85;66,43;71,6;48,58;102,75;753,9;47,205;109,258;23,11;60;19,89;79,3;72,5;243,7
13/09/2017;97,3957;44,74;38,8;142,5;87,3967;70,95;54,19;4845,5;33,82;97,3957;7,948;3549;69;83,949;66,4;108,3;38,8;452,35;20,22;2271;20,855;1634;1634;68,16;3869,122;67,92;29,15;2560,5;1121;#N/A N/A;87,22;222,4;499,65;1533;79,61;70,45;451,8;2027;1103;186,7;#N/A N/A;13,625;81,25;32,175;15,275;4960;985;#N/A N/A;155,21;59,51;230,25;22,15;81,93;117,15;81,2;116,75;34,07;7026;3624,5;242,9;241,8;52,75;702;81,7;92,28;66,92;72,83;48,52;101,25;756,8;47,4;109,175;22,65;59,65;19,7;80,19;72,7;245
14/09/2017;97,4335;44,96;38,73;141,95;88,3471;71,08;54,37;4806;36,55;97,4335;7,893;3468;69,1667;84,457;66,54;109,4;38,73;451,7;20,22;2254;21,115;1603;1603;68,95;3803,561;68;29,52;2504,5;1119;#N/A N/A;87,7;223,8;506,7;1459;78,87;70,17;454,4;2035;1103;187,9;#N/A N/A;13,625;80,7;32,345;15,315;4934;978;#N/A N/A;154,09;59,3;229,55;22,33;81,8;116,55;81,15;116,15;34,705;6937;3500;244;245,7;52,46;716,5;82,06;91,93;67,7;72,25;48,745;99,97;750,8;47,715;109,191;22,28;61,41;19,71;80,27;72,8;232,4
15/09/2017;97,4335;44,925;38,395;140;87,5207;72;53,97;4719,5;36,15;97,4335;7,844;3496;68,6;84,664;65,99;109,3;38,395;448,25;20,22;2235;20,905;1591;1591;69,57;3764,634;67,22;29,44;2488;1091;#N/A N/A;87,71;221,6;501,65;1446;77,5;69,91;447,1;2024;1077;185,5;#N/A N/A;13,625;80,2;32,645;15,115;4857;985;#N/A N/A;153,6;59,13;230;21,92;82,12;120;80,95;115,1;35,085;6775;3452,5;243,2;241,7;51,7;703;81,37;92,01;67,24;71,5;48,265;100;734,8;48,555;109,212;22,29;61,87;19,73;80,25;72,67;231,2
18/09/2017;98,1519;44,945;38,7;140,95;87,8926;73,6;54,34;4710;36,39;98,1519;7,858;3490;68,8833;84,619;66,21;109,6;38,7;450,8;20,22;2232;21,15;1620;1620;69,89;3828,147;67,08;29,51;2507,5;1100;#N/A N/A;88,76;220,9;499,45;1458;78,55;69,81;453,4;2028;1085;186,5;#N/A N/A;13,625;79,8;32,535;15,155;4899;980;#N/A N/A;153,75;60,17;229,25;22;82,4;119,25;81,25;115,55;35,13;6829;3500;243,7;251;52,12;705;81,52;92,11;67,87;72,22;48,505;102,4;740,8;48,825;109,243;22,63;61,54;19,535;80,49;73,24;231,1
19/09/2017;98,908;45,18;39,055;139,4;88,7603;74;54,38;4774;36,42;98,908;7,844;3515;70,6;84,54;66,17;109,2;39,055;456,1;20,22;2233;21,415;1611;1611;71,82;3838,391;66,61;29,93;2496;1097;#N/A N/A;88,63;217,9;531,45;1478;78,8;69,68;454,5;2061;1081;189,7;#N/A N/A;13,625;79,95;32,685;15,14;4862;984,9;#N/A N/A;152,85;59,94;229,3;22,04;81,19;120,85;81,4;115;35,145;6800;3518;244,8;257,5;52,03;702,5;82,25;91,9;67,89;72,23;47,925;101,2;736,1;48,855;109,313;22,56;61,5;19,51;80,51;74,35;235,7
20/09/2017;98,6434;45,675;38,97;138,25;89,2975;74,59;54,47;4752;36,07;98,6434;7,783;3549;70,22;84,7;66,05;109,5;38,97;459,4;19,69;2232;21,2;1612;1612;70,85;3834,293;66,43;29,36;2426,5;1091;#N/A N/A;87,78;218;531,15;1482;78,75;68,75;455,3;2091;1080;192;#N/A N/A;13,625;79,95;32,41;15,185;4882;980;#N/A N/A;154,15;59,78;230;22,08;80,16;121,2;80,9;113,4;34,975;6788;3507;247;253,2;52,13;713,5;82,3;91,84;67,62;72,3;47,735;102,15;731,8;48,815;109,478;22,44;60,56;19,43;80,4;74,81;236
21/09/2017;97,4713;45,885;38,895;136,5;90,3306;77,56;54,94;4768,5;35,16;97,4713;7,844;3522;70,03;85,069;66,72;108,5;38,895;463,5;19,69;2200;21,14;1571;1571;71,33;3858,878;66,42;29,47;2420,5;1096;#N/A N/A;87,64;216,5;532,7;1481;78,91;68,08;456,7;2093;1075;189,9;#N/A N/A;13,5;79,8;31,995;15,365;4847;973;#N/A N/A;153,89;59,93;229,85;22,08;79,53;123,75;80,7;114,7;35,75;6704;3465,5;249;254,5;51,84;704;83,87;91,74;68,09;72,81;48,765;102;735,6;48,75;109,422;22,78;61,84;19,12;80,53;75,05;234,3
22/09/2017;97,6225;45,935;39,05;137,15;90,7025;77,34;55,06;4912;35,17;97,6225;7,786;3568;69,9;85,088;67,3;107,5;39,05;466,6;19,69;2208;21,27;1588;1588;71,55;3846,586;66,7;29,51;2436,5;1086;#N/A N/A;86,98;217;534,2;1496;82,32;67,72;458,5;2113;1079;189,7;#N/A N/A;13,5;79,3;31,905;15,35;4896;973;#N/A N/A;155,07;59,84;230,4;22,07;79,7;124,15;80,55;115,35;35,97;6807;3500;248;259;51,98;711,5;84,12;92,09;68,8;72,2;48,905;103,5;730;48,795;109,408;22,81;62,62;19,38;80,18;75,26;234,7
25/09/2017;96,9042;45,63;39,33;136,6;90,8264;77,84;54,74;4930;34,23;96,9042;7,71;3565;70,11;84,532;66,33;106,6;39,33;472,4;19,69;2230;21,41;1587;1587;71,2;3837,366;66,67;28,99;2436,5;1092;#N/A N/A;86,56;220,5;542,7;1485;81,63;68,11;456,6;2116;1089;190,5;#N/A N/A;13,5;79,7;31,525;15,235;4883;973;#N/A N/A;150,32;59,48;230,75;22,09;78,27;124,45;81,1;116,05;35,87;6827;3436;250;256;51,86;703,5;84,64;91,88;69,65;72,23;48,14;104,15;717,6;48,925;109,443;22,64;62,33;19,35;80;75,5;234
26/09/2017;96,9798;45,255;39,16;136,05;92,1488;78,78;54,52;4888;33,94;96,9798;7,74;3560;70,36;85,369;66,15;105,9;39,16;471,55;19,69;2220;21,465;1582;1582;72,04;3811,756;66,49;28,9;2428,5;1082;#N/A N/A;86,9;220,4;536,85;1490;80,76;67,93;453,7;2097;1083;188,7;#N/A N/A;13,5;79,8;31,515;15,255;4884;968,2;#N/A N/A;150,82;60,01;231,35;22,2;78,37;125,35;82,55;117,35;35,75;6790;3417;246,8;257,4;52,06;693;84,56;91,42;68,82;72,15;47,96;104,35;718,4;49,95;109,533;22,6;62,91;19,465;80,14;75,85;234,4
27/09/2017;97,6225;45,11;40,285;136,3;91,6116;80,37;54,75;4882,5;34,3;97,6225;8,042;3614;68,95;85,11;67,45;105,8;40,285;473,05;19,69;2220;21,31;1576;1576;72,16;3815,854;65,78;29,01;2419;1051;#N/A N/A;87,64;218,2;535,15;1495;81;67,5;451,1;2089;1081;188,2;#N/A N/A;13,5;81,3;31,585;15,515;4872;954,7;#N/A N/A;149,47;60,3;230,85;22,34;77,84;124,15;81,55;116,4;35,74;6805;3424,5;246,5;256,9;52,09;690;84,54;91,66;69,08;72,36;48,705;104,6;731,2;49,475;109,579;22,65;62,14;19,5;80,5;76,47;234,8
28/09/2017;98,7568;45,215;40,195;137,95;92,1901;80;54,42;4909;34,49;98,7568;8;3674;68,75;84,418;67,67;105,8;40,195;476,05;19,69;2253;21,66;1578;1578;72,48;3848,634;65,8;29,46;2440,5;1069;#N/A N/A;88,04;218,9;535,35;1501;81,04;68,09;457,1;2095;1095;191,1;#N/A N/A;13,5;83;31,71;15,5;4955;954,7;#N/A N/A;149,75;61,05;230,8;22,37;77,71;122,5;81,05;116,65;35,855;6753;3417;247;263,2;52,6;695;84,02;92,18;69,16;73,13;48,885;104,8;739,1;51;109,616;23,1;62,02;19,51;80,76;77,15;234,3
29/09/2017;99,2483;45,445;40,15;136,8;93,2645;80,41;54,99;4955;35,15;99,2483;8,004;3717;68,87;85,59;68,25;106,4;40,15;477,3;19,69;2267;21,835;1583;1583;72,75;3885,512;66,37;29,77;2453;1064;#N/A N/A;87,6;221,6;534,6;1499;81,43;68,25;458,1;2107;1120;189,4;#N/A N/A;13,625;80,35;31,885;15,6;4982;960;#N/A N/A;150,97;61,08;233,45;22,3;77,77;123,5;81,1;117,05;36,195;6813;3473;247,2;260,4;53,93;698,5;84,01;92,69;69,76;73,63;49,535;105,5;741,6;51,34;109,636;22,93;62,78;19,55;80,4;77,41;234,1
02/10/2017;100,9875;45,235;40,515;138;93,9091;80,6;55,05;5061;36,25;100,9875;7,922;3762;69,42;86,131;68,45;107;40,515;480;19,69;2272;22,065;1599;1599;72,17;3929,561;66,73;31,25;2466;1065;#N/A N/A;88,86;223,3;540,1;1507;81,69;68,77;458,9;2100;1132;191,5;#N/A N/A;13,625;80,75;31,47;15,65;5050;968,5;#N/A N/A;151,38;61,54;233,25;22,38;78,05;122,5;82,35;118,7;36,155;6821;3552,5;250,4;262,1;53,71;710;85,12;94,08;69,32;73,74;49,835;105,5;755,2;52,5;109,955;23,18;62,75;19,625;81,11;78,12;235,8
03/10/2017;101,4034;45,62;40,475;137,55;95,0909;81,64;55,25;5076;36,65;101,4034;7,948;3798;69,85;86,14;68,51;107,3;40,475;486,4;19,69;2281;22,255;1593;1593;72,17;3970,537;66,94;30,7;2478,5;1077;#N/A N/A;89,02;230,3;540;1516;81,17;68,77;459,8;2111;1142;191;#N/A N/A;13,625;79,5;31,31;15,695;5075;960;#N/A N/A;150,92;61,45;234,9;22,47;78,11;121,95;83,3;118,8;36,055;6820;3590;249,6;261,9;53,29;723;84,64;94,08;69,06;74,21;49,555;105,35;771,3;52,3;110,3;23,49;62,71;19,63;81,13;78,12;236,6
